7,14,0.8
8,14,0.8
9,12,0.8
9.5778,12,0.8
9.4429,12,0.8
9.3411,12,0.8
9.2476,12,0.8
9.1624,12,0.8
9.085,12,0.8
9.0149,12,0.8
8.9518,12,0.8
8.8798,12,0.8
9.8391,12,0.8
9.7541,12,0.8
9.7172,12,0.8
9.6847,12,0.84908
9.6467,12,1.0342
9.6259,12,1.0878
9.6099,12,1.1071
9.5964,12,1.1171
9.5848,12,1.1255
9.5745,12,1.137
9.5644,12,1.1637
9.5483,12,1.2688
9.5127,12,1.5679
10,12,1.6944
10,13.136,1.3944
10,13.012,1.1954
10,12.732,1.2851
10,12.534,1.3157
10,12.375,1.3257
10,12.254,1.314
10,12.21,1.223
10,12.342,0.92428
10,12,0.8
9.8275,12,0.8
9.3227,12,0.8
8.3227,12,0.8
7.8959,12,0.8
7.9614,12,0.8
8.0081,12,0.8
8.0525,12,0.8
8.094,12,0.8
8.1323,12,0.8
8.1674,12,0.8
8.1993,12,0.8
8.2276,12,0.8
8.2601,12,0.8
7.7765,12,0.8
7.8143,12,0.8
7.8272,12,0.8
7.8345,12,0.8
7.8358,12,0.8
7.8313,12,0.8
7.8209,12,0.8
7.8048,12,0.8
7.7833,12,0.8
7.7564,12,0.8
7.7247,12,0.8
7.6751,12,0.8
8.6751,12,1.1
9.6751,14,1.4
10,16,1.1
10,15.989,0.9028
10,15.184,1.0966
10,14.524,1.1692
10,13.897,1.2085
10,13.289,1.237
10,12.688,1.2632
10,12.061,1.3031
10,12,1.3035
10,12,1.3153
10,12,1.3456
10,12,1.4261
9.9665,12,1.6989
10,14,1.838
10,16,1.538
10,15.269,1.2837
10,14.082,1.4411
10,12.771,1.6531
10,13.912,1.8333
10,15.912,1.7664
10,17.912,1.4664
10,16.489,1.1664
10,14.949,0.86639
10,13.069,0.8
10,12,0.8
10,12,0.8
9.5747,12,0.8
8.5747,12,0.8
7.7376,12,0.8
6.7761,12,0.8
6.8609,12,0.8
6.9064,12,0.8
6.6762,13.77,1.1
7.3145,15.77,1.4
8.3145,17.77,1.7
9.3145,19.77,1.9585
10,21.77,1.6585
10,23.77,1.3585
10,24,1.0585
10,22.206,0.8
10,20.206,0.8
10,18.206,0.8
9.5403,16.206,0.8
8.5403,14.206,0.8
7.9527,12.206,0.8
7.2302,12,0.8
7.3032,12,0.8
7.344,12,0.8
7.3799,12,0.8
7.4099,12,0.8
7.4338,12,0.8
7.4514,12,0.8
7.4626,12,0.8
7.4674,12,0.8
7.4657,12,0.8
7.4577,12,0.8
7.4432,12,0.8
7.4226,12,0.8
7.3958,12,0.8
7.3631,12,0.8
7.3259,12,0.8
7.2552,12,1.1
7.0997,12,1.4
8.0997,12,1.7
